Età,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
33,2004,457971,451459,909430,465028,461043,926071,456815,451097,907912,459808,454802,914610,474868,469938,944806,475782,471762,947544
34,2004,469602,468564,938166,457385,456301,913686,459019,455802,914821,474211,469876,944087,474952,471658,946610,483447,478423,961870
35,2004,463072,462766,925838,460877,458942,919819,473799,470041,943840,474259,471598,945857,482403,477984,960387,453819,453413,907232
36,2004,468023,465602,933625,477416,473160,950576,474668,471821,946489,481438,477596,959034,453313,453372,906685,439925,440780,880705
37,2004,482495,478432,960927,477485,473605,951090,481113,477379,958492,452916,453359,906275,439417,440824,880241,434137,435151,869288
38,2004,481752,478694,960446,483036,479357,962393,452721,453404,906125,438985,440898,879883,433443,435197,868640,419460,422041,841501
39,2004,487346,484752,972098,454341,454837,909178,438786,440985,879771,432833,435291,868124,418946,422292,841238,411628,411517,823145
40,2004,457723,459547,917270,439998,442069,882067,432370,435359,867729,418535,422584,841119,410945,411332,822277,393447,395125,788572
41,2004,443012,446588,889600,433225,435946,869171,418288,422817,841105,410353,411209,821562,392684,394625,787309,390686,392667,783353
42,2004,435760,440128,875888,419136,423380,842516,409871,411070,820941,392015,394174,786189,389480,391891,781371,386730,390765,777495
43,2004,421790,427543,849333,410671,411876,822547,391514,393856,785370,388385,391195,779580,385714,390195,775909,381458,386576,768034
44,2004,412856,416218,829074,392243,394841,787084,387490,390625,778115,384764,389636,774400,380435,386210,766645,377529,384618,762147
45,2004,394084,399170,793254,388256,391550,779806,383939,389134,773073,379469,385858,765327,376195,384003,760198,363635,368087,731722
46,2004,390153,395790,785943,384351,389609,773960,378601,385440,764041,374931,383394,758325,362490,367585,730075,361669,369317,730986
47,2004,385739,393117,778856,378853,385681,764534,373714,382686,756400,361363,367075,728438,360384,368886,729270,362308,371361,733669
48,2004,379828,388804,768632,373916,382940,756856,360223,366465,726688,359177,368428,727605,361003,371101,732104,378326,387973,766299
49,2004,374653,385857,760510,360227,366647,726874,357894,367808,725702,359681,370838,730519,376871,387596,764467,381924,389318,771242
50,2004,360668,369278,729946,357512,367501,725013,358245,370295,728540,375362,387213,762575,380208,388371,768579,400625,409611,810236
51,2004,357415,369567,726982,357837,369751,727588,373760,386595,760355,378475,387444,765919,398549,408345,806894,393548,401805,795353
52,2004,357542,371308,728850,373104,386000,759104,376649,386417,763066,396336,406991,803327,391061,400272,791333,395977,407505,803482
53,2004,372660,387108,759768,375899,386387,762286,394008,405554,799562,388539,398724,787263,393227,405923,799150,309786,319974,629760
54,2004,375286,387904,763190,393241,405584,798825,386053,397265,783318,390498,404352,794850,307791,319040,626831,318652,330385,649037
55,2004,392493,406848,799341,385362,397342,782704,387731,402793,790524,305757,318052,623809,316318,329266,645584,322801,338357,661158
56,2004,384614,398449,783063,386795,402532,789327,303624,316897,620521,313884,328093,641977,320423,337229,657652,322785,341046,663831
57,2004,385746,403026,788772,302262,316371,618633,311363,326841,638204,317919,336047,653966,320036,339874,659910,326091,346480,672571
58,2004,300793,316320,617113,310098,326244,636342,315356,334764,650120,317237,338588,655825,323196,345453,668649,359391,384224,743615
59,2004,308524,326114,634638,313625,334181,647806,314309,337080,651389,320286,344323,664609,356064,382874,738938,356353,379313,735666
60,2004,311934,333825,645759,312448,336164,648612,317142,342897,660039,352667,381448,734115,352712,377676,730388,346073,371198,717271
61,2004,310251,335319,645570,314989,341841,656830,349088,379810,728898,349141,375866,725007,342149,369189,711338,320283,347117,667400
62,2004,312485,340670,653155,346471,378480,724951,345216,373870,719086,337992,367117,705109,316212,344913,661125,304789,336214,641003
63,2004,343399,377030,720429,342175,372755,714930,333879,364927,698806,311982,342553,654535,300794,334197,634991,312730,346509,659239
64,2004,338754,371531,710285,330833,363759,694592,307731,340237,647968,296627,332067,628694,308164,344395,652559,303010,340284,643294
65,2004,327434,362478,689912,304794,339141,643935,292289,329638,621927,303479,342045,645524,298080,337798,635878,296713,335878,632591
66,2004,301424,337787,639211,288470,327779,616249,298656,339492,638148,292968,335193,628161,291318,333086,624404,285665,331555,617220
67,2004,284153,325670,609823,294246,337314,631560,287723,332287,620010,285833,330219,616052,280018,328586,608604,286014,336229,622243
68,2004,289320,334836,624156,283133,329963,613096,280088,327011,607099,274094,325469,599563,279655,333154,612809,292442,350762,643204
69,2004,277868,327241,605109,274779,324493,599272,268085,322080,590165,273185,329922,603107,285049,346965,632014,264114,321401,585515
70,2004,268910,321349,590259,262273,319013,581286,266650,326356,593006,277736,342918,620654,256989,317555,574544,256394,318466,574860
71,2004,255734,315206,570940,260102,322608,582710,270106,338662,608768,249778,313375,563153,248339,313969,562308,247864,314825,562689
72,2004,252750,318217,570967,262663,334410,597073,242350,308947,551297,240286,309261,549547,239183,309503,548686,233926,308189,542115
73,2004,254691,329365,584056,234806,304704,539510,232157,304100,536257,230596,303817,534413,224940,302385,527325,223742,302816,526558
74,2004,226546,299420,525966,224282,299405,523687,221866,297974,519840,215784,296258,512042,214254,296800,511054,211727,293874,505601
75,2004,215526,293746,509272,214050,292910,506960,206836,289731,496567,204994,290337,495331,201941,287151,489092,202201,289873,492074
76,2004,205374,286665,492039,198355,283855,482210,195484,283492,478976,191876,279962,471838,192032,282390,474422,185879,282035,467914
77,2004,189198,276807,466005,186635,276515,463150,182007,272342,454349,181795,274509,456304,175753,273681,449434,174102,271164,445266
78,2004,176881,268535,445416,173240,265108,438348,170675,266140,436815,165655,265010,430665,163783,262398,426181,162694,260180,422874
79,2004,163588,256538,420126,159921,258060,417981,155308,255925,411233,153503,253202,406705,151957,250319,402276,99068,162116,261184
80,2004,148236,248691,396927,144806,247392,392198,140864,243600,384464,141121,239969,381090,91906,155244,247150,70349,119739,190088
81,2004,133013,237164,370177,129717,234367,364084,130286,229180,359466,84964,148109,233073,64708,113851,178559,69100,118958,188058
82,2004,118645,223016,341661,116995,219408,336403,78010,140926,218936,59346,107688,167034,62890,112156,175046,79423,141040,220463
83,2004,103118,207775,310893,70850,133133,203983,54136,101434,155570,57106,105201,162307,71622,131937,203559,90747,167048,257795
84,2004,63598,124334,187932,48660,94892,143552,51311,98414,149725,64170,122753,186923,81048,154996,236044,83351,159629,242980
85,2004,43065,87596,130661,45434,91165,136599,57260,113611,170871,71635,142994,214629,73502,146814,220316,75090,146746,221836
86,2004,39566,83029,122595,50189,104160,154349,63204,131070,194274,63978,133846,197824,65440,133539,198979,65026,132360,197386
87,2004,42904,93491,136395,54627,118198,172825,55684,119013,174697,56626,120366,176992,55778,118769,174547,50731,110157,160888
88,2004,46042,103055,149097,47420,105238,152658,48619,106928,155547,47297,105797,153094,43062,97909,140971,42474,96797,139271
89,2004,39049,88777,127826,40424,91227,131651,39876,93168,133044,36180,85854,122034,35345,84389,119734,31479,76285,107764
90,2004,32661,77057,109718,32581,79856,112437,30018,75102,105120,29272,72885,102157,25615,65363,90978,23998,62675,86673
91,2004,25684,66372,92056,23915,63138,87053,23792,62399,86191,20510,55306,75816,19198,52435,71633,16650,46773,63423
92,2004,18343,51390,69733,18639,51320,69959,16128,46385,62513,15007,43448,58455,12931,38372,51303,12400,36635,49035
93,2004,14038,40661,54699,12293,37424,49717,11500,35736,47236,9794,30940,40734,9499,29442,38941,9222,26182,35404
94,2004,8989,28824,37813,8472,28133,36605,7385,24856,32241,7131,23362,30493,6771,20530,27301,5835,19243,25078
95,2004,5973,20981,26954,5312,18999,24311,5180,18183,23363,4925,16128,21053,4200,14781,18981,3844,13339,17183
96,2004,3605,13889,17494,3718,13536,17254,3470,12930,16400,3023,11380,14403,2726,10011,12737,2856,10106,12962
97,2004,2461,9519,11980,2386,9411,11797,2107,8874,10981,1877,7456,9333,1976,7445,9421,1919,6724,8643
98,2004,1531,6370,7901,1406,6237,7643,1252,5586,6838,1366,5554,6920,1404,4896,6300,1120,4291,5411
99,2004,891,4080,4971,867,3835,4702,861,4005,4866,1103,3533,4636,792,3118,3910,587,2580,3167
100,2004,1298,5902,7200,1201,5892,7093,978,5143,6121,938,4497,5435,794,3971,4765,774,3742,4516
0,2005,286668,271832,558500,278646,263677,542323,275022,260634,535656,268276,254731,523007,274518,259054,533572,272792,258707,531499
1,2005,280318,265278,545596,276225,261795,538020,270053,256524,526577,271976,257257,529233,271686,258000,529686,269376,254461,523837
2,2005,277714,263146,540860,272492,258551,531043,273992,259134,533126,270620,257511,528131,268009,253275,521284,268321,254294,522615
3,2005,274944,260601,535545,276432,261075,537507,272154,258693,530847,266706,252084,518790,266437,252662,519099,269711,255042,524753
4,2005,279102,263227,542329,273990,260074,534064,268722,253762,522484,264829,251128,515957,268841,254366,523207,268274,253600,521874
5,2005,276032,261655,537687,271068,255691,526759,266989,252885,519874,268123,253760,521883,268120,253597,521717,270494,256127,526621
6,2005,273850,257911,531761,269528,254912,524440,270076,255358,525434,268085,253689,521774,269896,255658,525554,277828,263498,541326
7,2005,272135,257132,529267,272244,257186,529430,269977,255117,525094,269530,255399,524929,277278,263025,540303,289156,274669,563825
8,2005,274460,259097,533557,271960,256652,528612,271567,257147,528714,276926,262711,539637,288717,274342,563059,284236,269050,553286
9,2005,274212,258543,532755,273769,258991,532760,278853,264414,543267,288501,274159,562660,287799,272245,560044,287390,272949,560339
10,2005,276572,261384,537956,280940,266114,547054,290204,275716,565920,291170,275204,566374,290480,275820,566300,284025,270075,554100
11,2005,283426,268196,551622,292147,277352,569499,292323,276361,568684,293330,278439,571769,286194,272129,558323,286776,271288,558064
12,2005,294367,279228,573595,293603,277577,571180,294399,279464,573863,288266,274015,562281,288884,273151,562035,276864,262284,539148
13,2005,295477,279174,574651,295636,280467,576103,289323,275036,564359,290996,274955,565951,278359,263524,541883,282929,268768,551697
14,2005,297175,281817,578992,290590,276020,566610,292236,276122,568358,279971,264790,544761,284992,270600,555592,292507,279324,571831
15,2005,292249,277460,569709,293625,277257,570882,281176,265849,547025,286758,272254,559012,294336,280947,575283,297087,282896,579983
16,2005,295661,278906,574567,282748,267161,549909,287317,272666,559983,295986,282370,578356,298797,284365,583162,305639,290085,595724
17,2005,285199,269013,554212,288237,273276,561513,296722,282803,579525,300400,285701,586101,307354,291517,598871,316652,302794,619446
18,2005,290868,275284,566152,298093,283976,582069,301442,286613,588055,308834,292943,601777,318587,304528,623115,321417,308668,630085
19,2005,299618,285877,585495,303438,288369,591807,308961,293657,602618,320091,306107,626198,322854,310294,633148,328420,314857,643277
20,2005,305238,290718,595956,311416,295905,607321,319517,306653,626170,323918,311733,635651,329992,317038,647030,338934,326774,665708
21,2005,313582,298673,612255,322643,309940,632583,323067,312238,635305,331241,319016,650257,340339,328815,669154,357946,345867,703813
22,2005,325576,313648,639224,326997,316389,643386,330570,320051,650621,341392,330636,672028,358858,347415,706273,371410,361451,732861
23,2005,330791,320757,651548,336136,325371,661507,341334,332575,673909,359526,348868,708394,371939,362946,734885,392272,382855,775127
24,2005,340859,330586,671445,348128,339312,687440,360179,351576,711755,372477,364365,736842,392702,384465,777167,416193,407944,824137
25,2005,354414,345460,699874,368230,359612,727842,373898,367279,741177,393202,385996,779198,416753,409659,826412,435260,426958,862218
26,2005,375540,366759,742299,382877,376002,758879,394884,389186,784070,417331,411288,828619,435280,428247,863527,437053,429710,866763
27,2005,390856,383265,774121,404474,398072,802546,419024,414434,833458,435484,429526,865010,437042,430741,867783,444865,436844,881709
28,2005,412893,407051,819944,428659,424542,853201,437850,433779,871629,437208,432426,869634,444591,437816,882407,453317,446371,899688
29,2005,437439,431387,868826,448424,442804,891228,439903,435836,875739,444829,438839,883668,452668,447054,899722,449237,442753,891990
30,2005,458047,450310,908357,450364,444881,895245,448219,442410,890629,452979,447945,900924,448919,443519,892438,463601,457093,920694
31,2005,457801,450376,908177,456859,449922,906781,455203,450846,906049,448928,444238,893166,463286,457812,921098,457522,450167,907689
32,2005,463228,453289,916517,462571,456185,918756,451136,445597,896733,463220,458147,921367,457063,450488,907551,460539,454899,915438
33,2005,468201,460369,928570,457971,451459,909430,465028,461043,926071,456815,451097,907912,459808,454802,914610,474868,469938,944806
34,2005,460899,457946,918845,469602,468564,938166,457385,456301,913686,459019,455802,914821,474211,469876,944087,474952,471658,946610
35,2005,474151,473035,947186,463072,462766,925838,460877,458942,919819,473799,470041,943840,474259,471598,945857,482403,477984,960387
36,2005,470096,467856,937952,468023,465602,933625,477416,473160,950576,474668,471821,946489,481438,477596,959034,453313,453372,906685
37,2005,473727,470176,943903,482495,478432,960927,477485,473605,951090,481113,477379,958492,452916,453359,906275,439417,440824,880241
38,2005,486243,482275,968518,481752,478694,960446,483036,479357,962393,452721,453404,906125,438985,440898,879883,433443,435197,868640
39,2005,485593,482353,967946,487346,484752,972098,454341,454837,909178,438786,440985,879771,432833,435291,868124,418946,422292,841238
